35.66254,139.77464,
35.66444,139.77617,
35.66409,139.77591,
35.66399,139.77511,
35.66431,139.77502,
35.66495,139.77329,
35.66408,139.77182,
35.66343,139.7719,
35.66357,139.77169,
35.66365,139.77148,
35.66406,139.77097,
35.66364,139.77056,
35.66392,139.77018,
35.66406,139.77041,
35.66458,139.7706,
35.66508,139.77093,
35.66542,139.77204,
35.6649,139.7719,
35.66473,139.77221,
35.66434,139.77243,
35.66461,139.77281,
35.66462,139.77319,
35.66418,139.77327,
35.66343,139.77327,
35.66314,139.77376,
35.66322,139.77419,
35.66373,139.7743,
35.66378,139.77371,
35.66406,139.77402,
35.66434,139.77372,
35.66489,139.7743,
35.66619,139.77463,
35.66608,139.77487,
35.66675,139.77529,
35.66657,139.77874,
35.66751,139.77974,
35.66941,139.77885,
35.66939,139.77733,
35.66933,139.77708,
35.6689,139.7769,
35.66795,139.77718,
35.66821,139.77698,
35.66816,139.77656,
35.66819,139.7759,
35.66751,139.77587,
35.66727,139.77623,
35.66693,139.77592,
35.66617,139.77664,
35.66604,139.77683,
35.66566,139.77662,
35.66542,139.77655,
35.66514,139.77694,
35.66508,139.77768,
35.66579,139.77787,
35.66595,139.77805,
35.6665,139.77794,
35.66722,139.77791,
35.6672,139.77817,
35.66752,139.7789,
35.66783,139.77852,
35.66843,139.7786,
35.66865,139.77882,
35.66841,139.77986,
35.6687,139.77966,
35.66883,139.78024,
35.66973,139.78067,
35.6702,139.78088,
35.67051,139.78003,
35.67046,139.7797,
35.67096,139.77812,
35.67062,139.77758,
35.67099,139.77431,
35.6711,139.7748,
35.67329,139.77578,
35.6751,139.778,
35.6762,139.7777,
35.67875,139.77231,
35.67817,139.77265,
35.6782,139.77331,
35.67792,139.77445,
35.67712,139.77393,
35.67616,139.77207,
35.67606,139.77252,
35.67582,139.77242,
35.67468,139.77306,
35.67518,139.77292,
35.67535,139.7747,
35.67445,139.77504,
35.67455,139.77415,
35.67307,139.7739,
35.67352,139.77434,
35.67347,139.77481,
35.67286,139.77509,
35.67219,139.77532,
35.67207,139.77471,
35.67235,139.7743,
35.67189,139.77377,
35.67141,139.77356,
35.67116,139.77324,
35.67099,139.77338,
35.67027,139.77346,
35.66964,139.77442,
35.66949,139.77546,
35.67025,139.77524,
35.67057,139.7755,
35.67131,139.77578,
35.67129,139.77664,
35.67232,139.7774,
35.67215,139.77763,
35.67201,139.77809,
35.67157,139.77826,
35.67147,139.7792,
35.67244,139.77987,
35.67257,139.78036,
35.67327,139.78023,
35.67326,139.7796,
35.67374,139.77937,
35.67445,139.77938,
35.67413,139.77885,
35.67367,139.77867,
35.67374,139.77766,
35.67353,139.77692,
35.67374,139.77673,
35.67444,139.77657,
35.67473,139.77589,
35.67511,139.77545,
35.67564,139.77643,
35.67638,139.77564,
35.67653,139.77547,
35.67628,139.77501,
35.67588,139.77479,
35.67615,139.77445,
35.67644,139.77395,
35.67672,139.77388,
35.67668,139.77325,
35.67668,139.77289,
35.67667,139.77238,
35.6776,139.77074,
35.67698,139.77039,
35.67633,139.76901,
35.67834,139.76798,
35.67703,139.76725,
35.67748,139.76685,
35.67791,139.76696,
35.67783,139.76681,
35.67778,139.76532,
35.6778,139.76478,
35.67678,139.76344,
35.67732,139.76378,
35.67721,139.7644,
35.67745,139.76447,
35.67732,139.76484,
35.67674,139.76488,
35.67599,139.76421,
35.67607,139.76398,
35.67558,139.76293,
35.67582,139.76335,
35.67575,139.7636,
35.67529,139.76412,
35.67361,139.76361,
35.67426,139.76305,
35.67426,139.76269,
35.6738,139.76272,
35.67323,139.76255,
35.67262,139.76243,
35.67254,139.76273,
35.67261,139.76287,
35.67281,139.76305,
35.67284,139.76331,
35.67255,139.7636,
35.67192,139.76384,
35.67167,139.76344,
35.67187,139.76277,
35.67208,139.76264,
35.67194,139.76194,
35.67169,139.76198,
35.67157,139.76136,
35.67132,139.76116,
35.67116,139.76044,
35.671,139.7601,
35.67165,139.75947,
35.67229,139.7596,
35.67261,139.76022,
35.67283,139.76038,
35.6734,139.76052,
35.67379,139.76084,
35.67398,139.76018,
35.67373,139.76037,
35.67397,139.76051,
35.67393,139.76068,
35.67436,139.76086,
35.67501,139.76179,
35.67442,139.76182,
35.67461,139.7618,
35.67456,139.76203,
35.67483,139.76255,
35.6751,139.76272,
35.67487,139.76302,
35.67481,139.76337,
35.67469,139.76372,
35.67459,139.76411,
35.67489,139.76477,
35.67535,139.7655,
35.67533,139.76603,
35.67489,139.76592,
35.67331,139.7664,
35.67362,139.76824,
35.67337,139.76753,
35.67328,139.767,
35.67315,139.76718,
35.67297,139.76701,
35.67282,139.76686,
35.67251,139.76728,
35.67274,139.76805,
35.67239,139.76807,
35.67231,139.76791,
35.67144,139.76845,
35.67152,139.768,
35.67188,139.76774,
35.67174,139.76724,
35.67113,139.7674,
35.6713,139.76708,
35.67166,139.76656,
35.67219,139.76666,
35.67245,139.76645,
35.67254,139.76534,
35.67212,139.7653,
35.67172,139.76536,
35.67125,139.76533,
35.67146,139.76508,
35.67152,139.76439,
35.67179,139.76461,
35.67195,139.76431,
35.67205,139.76415,
35.67243,139.76459,
35.67309,139.76433,
35.67324,139.76505,
35.67356,139.76543,
35.67363,139.76497,
35.67402,139.7652,
35.67384,139.76541,
35.67375,139.76586,
35.67428,139.76636,
35.67388,139.76687,
35.67441,139.76762,
35.67448,139.76832,
35.67518,139.76944,
35.67566,139.76888,
35.67534,139.76898,
35.67496,139.76871,
35.67494,139.76858,
35.67541,139.76823,
35.67499,139.76779,
35.67484,139.76707,
35.67521,139.76702,
35.67577,139.76715,
35.67546,139.76746,
35.67559,139.76768,
35.67585,139.76799,
35.67641,139.76822,
35.67663,139.76828,
35.67707,139.76865,
35.6772,139.76867,
35.67769,139.76841,
35.67785,139.76868,
35.67858,139.76905,
35.6786,139.76972,
35.67837,139.77029,
35.67851,139.77105,
35.67834,139.77096,
35.67794,139.77115,
35.67755,139.77167,
35.67739,139.77233,
35.67716,139.77191,
35.67683,139.77129,
35.67683,139.77092,
35.67638,139.77097,
35.67628,139.77054,
35.67599,139.76977,
35.67587,139.76936,
35.67561,139.76951,
35.67557,139.76979,
35.67545,139.77005,
35.67564,139.77066,
35.67546,139.77124,
35.67504,139.77191,
35.67472,139.77115,
35.67488,139.7707,
35.67448,139.77032,
35.67448,139.77002,
35.67427,139.76993,
35.67429,139.7694,
35.67401,139.76917,
35.67399,139.76873,
35.67358,139.76888,
35.67344,139.76888,
35.67291,139.76923,
35.67248,139.76899,
35.67247,139.76935,
35.67231,139.76923,
35.67174,139.7693,
35.67116,139.76932,
35.67043,139.77086,
35.67053,139.77114,
35.66986,139.77135,
35.66938,139.77184,
35.66944,139.77204,
35.66946,139.77285,
35.66979,139.77304,
35.66993,139.7727,
35.67004,139.77251,
35.67041,139.77202,
35.67075,139.77244,
35.67088,139.77206,
35.672,139.77177,
35.67193,139.77122,
35.67212,139.77081,
35.67246,139.77103,
35.6729,139.77191,
35.67313,139.7713,
35.67333,139.77157,
35.67365,139.77183,
35.67366,139.77195,
35.67354,139.77282,
35.67285,139.77281,
35.6724,139.7725,
35.67173,139.77264,
35.67141,139.77248,
35.67142,139.77234,
35.67145,139.77166,
35.67143,139.77134,
35.67153,139.77098,
35.6713,139.77072,
35.67108,139.77014,
35.67071,139.76975,
35.66958,139.76872,
35.6685,139.76713,
35.66791,139.76701,
35.66741,139.76728,
35.66728,139.76777,
35.66755,139.76847,
35.66723,139.76868,
35.66687,139.76903,
35.66737,139.76942,
35.66718,139.76941,
35.66713,139.76977,
35.66662,139.77035,
35.66644,139.77009,
35.66613,139.77035,
35.66585,139.77044,
35.66566,139.77097,
35.66551,139.7713,
35.66632,139.77167,
35.66624,139.77228,
35.6673,139.77337,
35.66657,139.77357,
35.66684,139.77414,
35.66699,139.77455,
35.66731,139.77459,
35.66763,139.7746,
35.66759,139.77498,
35.66813,139.77519,
35.66843,139.77472,
35.66858,139.77416,
35.66833,139.77373,
35.66816,139.7735,
35.6683,139.77335,
35.66873,139.77314,
35.66879,139.77286,
35.66845,139.77278,
35.6685,139.77269,
35.6685,139.77269,
35.66838,139.77174,
35.66802,139.77175,
35.66807,139.77192,
35.66782,139.77245,
35.66736,139.77222,
35.66708,139.77258,
35.66669,139.77232,
35.66678,139.77191,
35.66681,139.77163,
35.66671,139.77119,
35.66722,139.77123,
35.66752,139.77055,
35.66844,139.76996,
35.66873,139.76963,
35.66919,139.77012,
35.66952,139.77055,
35.6695,139.77106,
35.66889,139.77083,
35.66872,139.77119,
35.66831,139.77102,
35.66819,139.77054,
35.66791,139.77017,
35.66781,139.76966,
35.66806,139.76913,
35.66858,139.7688,
35.66836,139.76824,
35.66895,139.76809,
35.66916,139.76792,
35.66991,139.76763,
35.66964,139.76789,
35.66962,139.76762,
35.6694,139.7677,
35.66936,139.76767,
35.66928,139.76704,
35.66926,139.7662,
35.66869,139.76631,
35.66856,139.76552,
35.66878,139.76554,
35.66913,139.76537,
35.66928,139.76497,
35.66973,139.765,
35.67008,139.76401,
35.6698,139.76368,
35.67028,139.76316,
35.67051,139.76313,
35.67058,139.76355,
35.67068,139.76402,
35.67063,139.76431,
35.67076,139.7647,
35.67041,139.76525,
35.67016,139.7656,
35.67029,139.76643,
35.67,139.76676,
35.67007,139.76717,
35.67033,139.76707,
35.67065,139.76742,
35.6709,139.76798,
35.67085,139.76847,
35.6703,139.76829,
35.67014,139.76879,
35.67018,139.76934,
35.66983,139.76916,
35.66963,139.7695,
35.66956,139.76969,
35.67,139.77001,
